genres,id,original_title,tagline
['Comedy'],212778,Chef,Starting from scratch never tasted so good.
"['Action', 'Thriller']",94752,The Doll Squad,An elite army of female assassins...in a race against time and death to save the world from a hideously diabolical mass destruction at the hands of a madman no one had ever seen!
"['Action', 'Adventure', 'Fantasy', 'Science Fiction']",37848,Ci Ling,
['Drama'],209091,Burton and Taylor,
['Documentary'],256922,In a Town This Size,
"['Action', 'Drama']",41847,Strip Search,
['Crime'],1840,The Brasher Doubloon,Some women can't stand cats ... with me it's men!
"['Drama', 'Foreign']",49634,Blaise Pascal,
"['Thriller', 'Drama', 'Horror', 'Mystery']",267795,Rosemary's Baby,Fear is born.
['Horror'],69780,The Beach Girls and the Monster,Go! Go! Go! The Coolest Monster Shindig of Chicks and Chills!
"['Comedy', 'Romance']",91456,Top Banana,
"['Thriller', 'Drama', 'Mystery']",89670,Syvälle salattu,
"['Thriller', 'Horror']",120852,悪の教典,"Everyone in class, slaughtered."
"['Adventure', 'Action', 'Drama']",54306,Shin Zatōichi monogatari: Oreta tsue,
['Comedy'],40721,The Love God?,So many women... Not enough man.
"['Comedy', 'War']",96912,The Last Time I Saw Archie,He's the Private With a Private Jeep...a Private Stock of Girls...and a Private Joke on the Whole U.S. Army!
"['Drama', 'Crime']",205225,24 Exposures,Murder made Beautiful
"['Action', 'Drama']",54307,Shin Zatōichi monogatari: Kasama no chimatsuri,
"['Comedy', 'Drama', 'Romance']",253251,10.000 KM,
['Comedy'],179085,A Kiss in the Dark,
['Drama'],113833,The Normal Heart,"To win a war, You have to start one"
"['Adventure', 'Drama']",91471,Man Friday,
"['Science Fiction', 'Foreign']",113154,Invaders from Space,
['Documentary'],238006,Utopia,An epic story of struggle and resistance
[],391166,Paying the Price: Killing the Children of Iraq,
['Documentary'],182848,Welcome to Australia,
"['Horror', 'Thriller']",210947,Afflicted,Captured. On Film.
['Drama'],158936,Interior. Leather Bar.,
['Horror'],138544,American Horror House,Students Wanted...For Eternity
[],158864,American Milkshake,
['Horror'],214990,An American Ghost Story,Some things are better left alone.
['Drama'],174162,Our Time,
['Horror'],95551,The Mansion of Madness,The Newest Edgar Allan Poe Horror Thriller!
['Drama'],121890,An Enemy of the People,The tragedy of a an honest man destroyed by a town's greed.
[],55335,En folkefiende,
"['Thriller', 'Drama', 'Action', 'Mystery']",260202,Turks & Caicos,
"['Action', 'Drama', 'Crime']",260339,Salting the Battlefield,
['Documentary'],171795,Birth of the Living Dead,
['Action'],49514,Te jing xin ren lei 2,
"['TV Movie', 'Drama']",272543,Die Fischerin,
['Documentary'],213270,Dark Girls,Real Women. Real Stories
[],173151,El chocolate del loro,
['Comedy'],232672,Blended,"Single Dad, No Clue. Single Mum, Flying Solo."
"['Comedy', 'Music', 'Romance', 'Drama']",198277,Begin Again,You're only as strong as your next move.
"['Drama', 'Comedy']",253270,Kelly & Cal,Outcasts in life. Allies in suburbia.
['Documentary'],276122,A Brony Tale,A film about men....who like My Little Pony
"['Action', 'Horror', 'Science Fiction']",56171,Mega Python vs. Gatoroid,"Screaming, Scratching, Biting... And that's just THE GIRLS!"
['Science Fiction'],166822,Big Ass Spider!,
['Comedy'],75950,The Heat's On,Turn on the Fun! A Heat Wave of Beautiful GIRLS! GAGS! RHYTHM! and ROMANCE!
"['TV Movie', 'Drama']",462788,An Enemy of the People,
[],17156,The Anna Nicole Smith Story,From stripper to Playmate to household name.
['Drama'],204784,Anna Nicole,
['Documentary'],169864,The Short Game,
['Documentary'],169853,12 O’Clock Boys,
"['Drama', 'Romance']",147726,A Message to Garcia,
['Horror'],65603,Nightwing,They day belongs to man.  The night is theirs.
"['Mystery', 'Horror']",33543,Satan's School For Girls,
"['Comedy', 'Romance']",47901,The One and Only,She had to marry him. She was too embarrassed to have him as a date.
"['Fantasy', 'Adventure', 'Action', 'Family', 'Romance']",102651,Maleficent,Don't believe the fairy tale.
['Thriller'],192149,The Two Faces of January,A Mysterious Past. An Unspeakable Secret.
"['Horror', 'Action', 'Comedy']",254474,Zombeavers,You'll be dammed!
"['War', 'Drama', 'History', 'Romance']",148021,Toward the Unknown,"HURTLING ACROSS THE HEAVENS AT 95,000 FEET!"
['Horror'],5421,Rosso sangue,Pray you survive the hunt.
['Action'],268823,April Rain,Freedom Comes With A Cost
"['Romance', 'Comedy']",194722,At Middleton,You never know what you'll discover on your first day at college.
"['Drama', 'Comedy', 'Family']",58832,Babysitters Beware,Time to try a little trouble!
['Drama'],183336,Συγχαρητήρια Στους Αισιόδοξους?,
"['Drama', 'Romance']",92269,Loving,Trust was something she took for granted
"['Drama', 'Romance', 'Comedy']",77925,Twinky,It may be love... but it's definitely exhausting!
['Comedy'],5157,Beneath the Valley of the Ultra-Vixens,Six Chicks in search of a Cluck! ...and so hilariously funny!
"['Drama', 'Comedy']",118283,The Girl He Left Behind,A couple of teenagers and their kiss-and-run battle!
['Western'],176670,Shoot-Out At Medicine Bend,"He called himself the ""Preacher""... and he wrote his sermons in lead!"
"['War', 'Drama', 'Action']",46615,Darby's Rangers,
['Drama'],190950,Having You,"Life is never easy, but for Jack it's about to get a whole lot harder."
['Mystery'],32929,Backfire,"That ""White Heat"" girl turns it on again!.."
"['Crime', 'Adventure', 'Comedy']",133827,Échappement libre,
"['Animation', 'Comedy', 'Family', 'Mystery']",258893,Scooby-Doo! WrestleMania Mystery,
"['Drama', 'Fantasy']",137698,La danza de la realidad,
['Comedy'],209249,Love Punch,You can't pinch a diamond without stealing a few hearts
"['TV Movie', 'Drama', 'Family']",99312,Ordinary Miracles,
"['Comedy', 'Western']",188161,A Million Ways to Die in the West,Bring protection.
"['Horror', 'Thriller']",109133,The Cabinet of Caligari,"To The Unshockables: IT SHOCKS, SHOCKS, SHOCKS, SHOCKS, SHOCKS, SHOCKS, SHOCKS, SHOCKS, SHOCKS, SHOCKS, SHOCKS, SHOCKS"
"['Comedy', 'Fantasy', 'Romance']",42200,Ciao maschio,
"['Drama', 'Foreign', 'History', 'Family', 'Romance']",31185,Baiyin diguo,
['Documentary'],252147,Mile... Mile & A Half,"Hike, Laugh, & Inspire on the John Muir Trail"
['Documentary'],51069,I Like Killing Flies,
"['Action', 'Science Fiction']",137113,Edge of Tomorrow,"Live, Die, Repeat"
"['Drama', 'Romance']",228339,Μικρά Αγγλία,"One home, one secret, one man, two sisters."
['Comedy'],262391,Qu'est-ce qu'on a fait au Bon Dieu,"4 marriages, 2 long-faces"
"['Drama', 'Fantasy']",185949,The Pied Piper,"Come children of the universe, let Donovan take you away, far far away."
"['Crime', 'Documentary']",173192,An Unreal Dream: The Michael Morton Story,Truth Matters.
['Western'],60643,The Violent Men,VOLCANIC! VALIANT! VICIOUS! Violence and Passion the Screen Has Seldom Seen!
"['Adventure', 'Drama']",203819,Tracks,Leave everything behind.
"['Action', 'Adventure', 'Thriller']",177677,Mission: Impossible - Rogue Nation,Desperate Times. Desperate Measures.
"['Adventure', 'Fantasy', 'Family']",106938,Neverland,Journey Back To Where It All Began.
['Fantasy'],20880,Midnight Chronicles,
"['Fantasy', 'Family']",64923,Gulliver's Travels,
"['Western', 'Comedy']",75130,Catlow,"The Mexican cavalry wanted him murdered. The Apache nation wanted him massacred. Texas ranchers wanted him mangled and his only hope was a Marshal, who wanted him hanged."
['Drama'],198185,Million Dollar Arm,"Sometimes to win, sometimes you have to change the game"
"['Comedy', 'Drama', 'Romance']",255497,This Thing with Sarah,
['Comedy'],174323,G.B.F.,Being out has never been so in.
"['Drama', 'Thriller']",39567,Jack the Ripper,Close your eyes and whisper his name...
[],281908,Train On The Brain,
['Drama'],173908,Sunlight Jr.,
"['Crime', 'Documentary']",159012,Narco Cultura,The Hits Just Keep on Coming
"['Action', 'Crime']",248376,E zhan,
"['Drama', 'Music']",192133,Jimi: All Is by My Side,
['Drama'],62876,Un nommé La Rocca,
['Comedy'],54544,Un Crime au Paradis,
"['Thriller', 'Drama', 'Mystery']",181753,Backfire,"Before the night is over... someone will be rich, someone will be dead, someone will be avenged."
['Action'],255268,Bad Ass 2: Bad Asses,Your're never too old to kick ass.
['Drama'],256118,Bad Boy,Danny is going straight--straight to the electric chair!
"['War', 'Drama']",91245,Battle Circus,M-G-M's great drama of desire under fire!
"['Crime', 'Mystery']",79778,The Odds,
['Documentary'],207021,Generation Iron,
['Drama'],120653,Zee and Co.,An Absolute Ball
"['Thriller', 'Horror', 'Mystery']",82657,Flight 7500,"At 30,000 feet. There's Nowhere to Run."
"['Action', 'Science Fiction', 'Adventure']",185471,Battle of the Damned,"He didn't come here to be a hero, but things change."
"['Comedy', 'Music']",42886,Best Foot Forward,Metro-Goldwyn-Mayer's Honey of a Musical
"['Comedy', 'Romance']",245175,Black Coffee,
"['Drama', 'Romance']",46941,Love and Pain and the Whole Damn Thing,
['Documentary'],160008,The Revolutionary,Mao's call for a cultural revolution was answered by tens of millions of Chinese... and one American.
['Documentary'],267752,#chicagoGirl,The Social Network Takes on a Dictator
['Documentary'],136786,Liv & Ingmar,
"['Drama', 'Comedy']",234154,Mar Baum,
['Drama'],175339,Sappho,
['Documentary'],220494,Bettie Page Reveals All,
"['Romance', 'Comedy']",163376,Luv,LUV is fun ... try and make it!
"['Fantasy', 'Drama']",92349,Cinderella,
['Drama'],248212,Lilting,
['Drama'],248688,A Night in Old Mexico,This cowboy ain't done yet
['Drama'],217948,Teresa,The story of a bride.  Revealing.  Intimate.
['Thriller'],4926,Cry Terror!,
"['Romance', 'Drama']",222935,The Fault in Our Stars,One Sick Love Story
['Comedy'],209185,The Grand Seduction,The small town of Tickle Cove needed a doctor. What they got was a miracle.
['Horror'],40458,Welcome to the Jungle,
"['Horror', 'Thriller']",174682,Raze,Fight or die!
"['Drama', 'Music']",175541,Black Nativity,The Musical Event of the Holiday Season
"['Drama', 'Action', 'Thriller', 'Crime']",220820,Blood of Redemption,
"['Animation', 'Family', 'Fantasy']",105875,Cinderella,The version children love!
"['Horror', 'Thriller']",79906,Occupant,
"['Animation', 'Adventure', 'Family']",140870,Minuscule - La vallée des fourmis perdues,
['Drama'],94671,Jayne Mansfield's Car,Torn Apart. Driven Together.
"['Action', 'Thriller']",40485,Hot Rods To Hell,Hotter than Hell's Angels!
"['Drama', 'Comedy']",93057,Princesse Tam Tam,
"['Crime', 'Drama']",106042,Rumble on the Docks,Teen-age gang war!
"['Horror', 'Thriller']",128841,The Thompsons,You never really know who your neighbors are...
"['Animation', 'Comedy', 'Action', 'Family']",82881,Tangled Ever After,
"['Comedy', 'Drama']",202238,Tercera Llamada,
"['Adventure', 'Comedy', 'Thriller']",61221,13 Frightened Girls,The big fright! The eerie sight!
"['Action', 'Adventure']",44631,Against All Flags,
"['Comedy', 'Family', 'Romance']",43808,Andy Hardy Meets Debutante,Look out Broadway --  Here comes Mickey!
['Comedy'],104556,Annabel Takes a Tour,
['Drama'],131366,Hintertreppe,
['Drama'],50379,One on One,You're not big enough. You're not sharp enough. You'll never make it.
['Drama'],110428,Camille Claudel 1915,
[],41943,The Plot Against Harry,
"['Comedy', 'Fantasy', 'Animation', 'Drama']",100271,ももへの手紙,
['Drama'],157851,Maps to the Stars,Eventually stars burn out
['Drama'],1731,Helen,Recurence of mental illness cripples successful woman.
"['Drama', 'Action', 'Crime']",15942,Go Fast,
"['Comedy', 'Drama']",78463,Mein bester Feind,
"['Western', 'Adventure']",68247,The Wrath of God,They offered them a choice - THE FIRING SQUAD . . . or The Wrath of God
['Science Fiction'],41415,The Shape of Things to Come,Beyond the earth... Beyond the moon... Beyond your wildest imagination!
['Documentary'],250651,The Case Against 8,Battles Are Won Because We Fight Them
"['Drama', 'Comedy']",201066,Goodbye World,
"['Romance', 'Science Fiction']",218425,Frequencies,
['Action'],93837,So Undercover,Meet the FBI's new secret weapon
"['Thriller', 'Drama']",227700,Mindscape,Don't Let Her In
['Drama'],83406,Northeast,
"['Drama', 'Horror']",208182,Asylum,
['Comedy'],228028,Back in the Day,Sometimes in order to move forward...you have to go back
[],126676,Les toits de Paris,
['Comedy'],114574,Bikini Spring Break,
"['Crime', 'Comedy', 'Action']",187017,22 Jump Street,They're not 21 anymore
['Drama'],244088,Il capitale umano,
"['Thriller', 'Action', 'Crime']",156022,The Equalizer,What do you see when you look at me?
['Drama'],84201,For Ellen,
"['Fantasy', 'Action', 'Adventure', 'Animation', 'Comedy', 'Family']",82702,How to Train Your Dragon 2,The training is over.
"['Drama', 'Horror']",228915,Lord of Tears,
['Drama'],102272,Der plötzliche Reichtum der armen Leute von Kombach,
['Comedy'],38195,Bambou,
"['Drama', 'Comedy']",194662,Birdman,or (The Unexpected Virtue of Ignorance)
"['Drama', 'Foreign']",48573,Lope,
"['Drama', 'Thriller']",50028,Saving Grace B. Jones,
"['Comedy', 'Drama']",112160,Chroniques sexuelles d'une famille d'aujourd'hui,
['Western'],275573,Bitter Creek,MARKED FOR MURDER
"['Crime', 'Thriller']",38962,Murder by Proxy,
"['Horror', 'Thriller']",226630,Blackout,His obsession would become her nightmare.
['Horror'],254126,Blood Shed,Absence makes the heart grow darkest
"['Adventure', 'Crime']",240594,Born Reckless,She taunts death for the thrill of it!
"['Comedy', 'Drama', 'Romance']",78355,"Tell Me That You Love Me, Junie Moon",
['Drama'],84796,Play It As It Lays,Maria's life was a search for the ultimate answer even after she found there was none.
['Drama'],87368,17 filles,
"['Horror', 'Thriller']",209780,Crawlspace,
"['Documentary', 'Music']",177703,Broadway Idiot,
['Drama'],250605,Broken Kingdom,
"['Drama', 'Music', 'Romance']",213342,Brooklyn Babylon,
['Drama'],159770,The Dirties,
['Drama'],119575,The Mind of Mr. Soames,Can this baby kill?
"['Adventure', 'Comedy']",172475,Mrs. Pollifax: Spy,"Before she joined the CIA, Mrs. Polifax thought Red China was a set of dishes."
['Thriller'],86283,Snapshot,The Click of a Fashion Photographer's Camera Started Her on a Career That Led to Terror and Death!
['Thriller'],28497,Brainstorm,The Most Fiendish Idea Ever Conceived By The Human Brain!
"['Documentary', 'Animation']",21974,Money as Debt,
"['War', 'Drama']",146521,Начало неведомого века,
"['Comedy', 'Drama']",91722,Norman... Is That You?,There's a Sexual Revolution Going On... And All the Leaders Are in My Family!
"['Drama', 'Thriller', 'War']",28006,I See a Dark Stranger,The woman hunt is on... For the girl with the little black book.
[],164379,Brooklyn Dodgers: The Ghosts of Flatbush,
['Drama'],51976,Hermano,On this pitch... Life is on the line
"['Documentary', 'History']",140456,For No Good Reason,
['Horror'],146243,Haunt,The Feeding Never Ends
['Documentary'],250577,Doc of the Dead,
['Drama'],159701,I Do,
"['Action', 'Horror']",26480,The Legend of the 7 Golden Vampires,Hammer Horror! Dragon Thrills! The First Kung Fu Horror Spectacular!
['Drama'],259943,归来,
['Drama'],85350,Boyhood,12 years in the making.
['Drama'],253279,The Trials of Cate McCall,They had the power. She had the truth.
['Comedy'],256593,Tillbaka till Bromma,
['Drama'],133558,Saints and Soldiers: Airborne Creed,
['Comedy'],86297,Tall Story,SUCH FUN! That college girl who can't help lovin' tall boys!...
"['Comedy', 'Romance']",184098,Think Like a Man Too,
"['Comedy', 'Romance', 'Music']",43868,Thin Ice,
['Comedy'],31880,The Pool Boys,
"['Music', 'Drama']",209451,Jersey Boys,
"['Drama', 'Science Fiction', 'Thriller', 'Horror']",77444,The Corridor,Enter At Your Own Risk
"['Science Fiction', 'Action']",27460,Nick Fury: Agent of S.H.I.E.L.D.,The Last Superhero!
"['Action', 'Adventure', 'Drama']",58733,The Pirates of Blood River,Ransacking a lost tropic island... for a fabulous idol of gold!
['Drama'],139575,Bitchkram,
"['Thriller', 'Comedy', 'Crime']",44769,Caprice,Where do you run when there's no place to run? Where do you hide when there's no place to hide?
